"KpiId","KpiName","Value","DataType","Period","StartDate","EndDate","CollectionFrequency"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1719.00 Number","Number","2015/2016_Dec","2015-12-01","2015-12-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","2046.00 Number","Number","2015/2016_Jan","2016-01-01","2016-01-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","6505.00 Number","Number","2015/2016_Q4","2016-01-01","2016-03-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","2246.00 Number","Number","2015/2016_Feb","2016-02-01","2016-02-29","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","2213.00 Number","Number","2015/2016_Mar","2016-03-01","2016-03-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","26658.00 Number","Number","2016/2017","2016-04-01","2017-03-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","6636.00 Number","Number","2016/2017_Q1","2016-04-01","2016-06-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","2322.00 Number","Number","2016/2017_Apr","2016-04-01","2016-04-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","2175.00 Number","Number","2016/2017_May","2016-05-01","2016-05-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","2139.00 Number","Number","2016/2017_Jun","2016-06-01","2016-06-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","7180.00 Number","Number","2016/2017_Q2","2016-07-01","2016-09-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","2484.00 Number","Number","2016/2017_Jul","2016-07-01","2016-07-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","2457.00 Number","Number","2016/2017_Aug","2016-08-01","2016-08-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","2239.00 Number","Number","2016/2017_Sep","2016-09-01","2016-09-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","6215.00 Number","Number","2016/2017_Q3","2016-10-01","2016-12-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","2309.00 Number","Number","2016/2017_Oct","2016-10-01","2016-10-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","2067.00 Number","Number","2016/2017_Nov","2016-11-01","2016-11-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1839.00 Number","Number","2016/2017_Dec","2016-12-01","2016-12-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","2241.00 Number","Number","2016/2017_Jan","2017-01-01","2017-01-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","6627.00 Number","Number","2016/2017_Q4","2017-01-01","2017-03-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","2042.00 Number","Number","2016/2017_Feb","2017-02-01","2017-02-28","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","2344.00 Number","Number","2016/2017_Mar","2017-03-01","2017-03-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1910.00 Number","Number","2017/2018_Apr","2017-04-01","2017-04-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","6343.00 Number","Number","2017/2018_Q1","2017-04-01","2017-06-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","24683.00 Number","Number","2017/2018","2017-04-01","2018-03-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","2108.00 Number","Number","2017/2018_May","2017-05-01","2017-05-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","2325.00 Number","Number","2017/2018_Jun","2017-06-01","2017-06-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","7142.00 Number","Number","2017/2018_Q2","2017-07-01","2017-09-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","2516.00 Number","Number","2017/2018_Jul","2017-07-01","2017-07-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","2414.00 Number","Number","2017/2018_Aug","2017-08-01","2017-08-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","2212.00 Number","Number","2017/2018_Sep","2017-09-01","2017-09-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","2075.00 Number","Number","2017/2018_Oct","2017-10-01","2017-10-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","5531.00 Number","Number","2017/2018_Q3","2017-10-01","2017-12-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1924.00 Number","Number","2017/2018_Nov","2017-11-01","2017-11-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1532.00 Number","Number","2017/2018_Dec","2017-12-01","2017-12-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","5667.00 Number","Number","2017/2018_Q4","2018-01-01","2018-03-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1922.00 Number","Number","2017/2018_Jan","2018-01-01","2018-01-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1629.00 Number","Number","2017/2018_Feb","2018-02-01","2018-02-28","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","2116.00 Number","Number","2017/2018_Mar","2018-03-01","2018-03-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","5283.00 Number","Number","2018/2019_Q1","2018-04-01","2018-06-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","21269.00 Number","Number","2018/2019","2018-04-01","2019-03-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1598.00 Number","Number","2018/2019_Apr","2018-04-01","2018-04-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1697.00 Number","Number","2018/2019_May","2018-05-01","2018-05-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1988.00 Number","Number","2018/2019_Jun","2018-06-01","2018-06-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","6160.00 Number","Number","2018/2019_Q2","2018-07-01","2018-09-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","2181.00 Number","Number","2018/2019_Jul","2018-07-01","2018-07-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1999.00 Number","Number","2018/2019_Aug","2018-08-01","2018-08-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1980.00 Number","Number","2018/2019_Sep","2018-09-01","2018-09-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1673.00 Number","Number","2018/2019_Oct","2018-10-01","2018-10-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","4843.00 Number","Number","2018/2019_Q3","2018-10-01","2018-12-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1958.00 Number","Number","2018/2019_Nov","2018-11-01","2018-11-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1212.00 Number","Number","2018/2019_Dec","2018-12-01","2018-12-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","4983.00 Number","Number","2018/2019_Q4","2019-01-01","2019-03-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1866.00 Number","Number","2018/2019_Jan","2019-01-01","2019-01-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1460.00 Number","Number","2018/2019_Feb","2019-02-01","2019-02-28","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1657.00 Number","Number","2018/2019_Mar","2019-03-01","2019-03-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","4932.00 Number","Number","2019/2020_Q1","2019-04-01","2019-06-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","20231.00 Number","Number","2019/2020","2019-04-01","2020-03-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1742.00 Number","Number","2019/2020_Apr","2019-04-01","2019-04-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1578.00 Number","Number","2019/2020_May","2019-05-01","2019-05-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1612.00 Number","Number","2019/2020_Jun","2019-06-01","2019-06-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","5556.00 Number","Number","2019/2020_Q2","2019-07-01","2019-09-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1851.00 Number","Number","2019/2020_Jul","2019-07-01","2019-07-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","2066.00 Number","Number","2019/2020_Aug","2019-08-01","2019-08-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1639.00 Number","Number","2019/2020_Sep","2019-09-01","2019-09-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","4919.00 Number","Number","2019/2020_Q3","2019-10-01","2019-12-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1824.00 Number","Number","2019/2020_Oct","2019-10-01","2019-10-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1756.00 Number","Number","2019/2020_Nov","2019-11-01","2019-11-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1339.00 Number","Number","2019/2020_Dec","2019-12-01","2019-12-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","4824.00 Number","Number","2019/2020_Q4","2020-01-01","2020-03-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1657.00 Number","Number","2019/2020_Jan","2020-01-01","2020-01-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1692.00 Number","Number","2019/2020_Feb","2020-02-01","2020-02-29","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1475.00 Number","Number","2019/2020_Mar","2020-03-01","2020-03-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","0.00 Number","Number","2020/2021_Apr","2020-04-01","2020-04-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","0.00 Number","Number","2020/2021_Q1","2020-04-01","2020-06-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","3726.00 Number","Number","2020/2021","2020-04-01","2021-03-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","0.00 Number","Number","2020/2021_May","2020-05-01","2020-05-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","0.00 Number","Number","2020/2021_Jun","2020-06-01","2020-06-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","939.00 Number","Number","2020/2021_Q2","2020-07-01","2020-09-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","0.00 Number","Number","2020/2021_Jul","2020-07-01","2020-07-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1.00 Number","Number","2020/2021_Aug","2020-08-01","2020-08-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","938.00 Number","Number","2020/2021_Sep","2020-09-01","2020-09-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","2616.00 Number","Number","2020/2021_Q3","2020-10-01","2020-12-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1420.00 Number","Number","2020/2021_Oct","2020-10-01","2020-10-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","444.00 Number","Number","2020/2021_Nov","2020-11-01","2020-11-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","752.00 Number","Number","2020/2021_Dec","2020-12-01","2020-12-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","171.00 Number","Number","2020/2021_Q4","2021-01-01","2021-03-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","168.00 Number","Number","2020/2021_Jan","2021-01-01","2021-01-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","0.00 Number","Number","2020/2021_Feb","2021-02-01","2021-02-28","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","3.00 Number","Number","2020/2021_Mar","2021-03-01","2021-03-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","844.00 Number","Number","2021/2022_Apr","2021-04-01","2021-04-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","18334.00 Number","Number","2021/2022","2021-04-01","2022-03-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","3836.00 Number","Number","2021/2022_Q1","2021-04-01","2021-06-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1459.00 Number","Number","2021/2022_May","2021-05-01","2021-05-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1533.00 Number","Number","2021/2022_Jun","2021-06-01","2021-06-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","5426.00 Number","Number","2021/2022_Q2","2021-07-01","2021-09-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1791.00 Number","Number","2021/2022_Jul","2021-07-01","2021-07-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1877.00 Number","Number","2021/2022_Aug","2021-08-01","2021-08-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1758.00 Number","Number","2021/2022_Sep","2021-09-01","2021-09-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1611.00 Number","Number","2021/2022_Oct","2021-10-01","2021-10-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","4278.00 Number","Number","2021/2022_Q3","2021-10-01","2021-12-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1531.00 Number","Number","2021/2022_Nov","2021-11-01","2021-11-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1136.00 Number","Number","2021/2022_Dec","2021-12-01","2021-12-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","4794.00 Number","Number","2021/2022_Q4","2022-01-01","2022-03-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1741.00 Number","Number","2021/2022_Jan","2022-01-01","2022-01-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1307.00 Number","Number","2021/2022_Feb","2022-02-01","2022-02-28","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1746.00 Number","Number","2021/2022_Mar","2022-03-01","2022-03-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1491.00 Number","Number","2022/2023_Apr","2022-04-01","2022-04-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","19156.00 Number","Number","2022/2023","2022-04-01","2023-03-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","4743.00 Number","Number","2022/2023_Q1","2022-04-01","2022-06-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1819.00 Number","Number","2022/2023_May","2022-05-01","2022-05-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1433.00 Number","Number","2022/2023_Jun","2022-06-01","2022-06-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1870.00 Number","Number","2022/2023_Jul","2022-07-01","2022-07-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","5353.00 Number","Number","2022/2023_Q2","2022-07-01","2022-09-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1948.00 Number","Number","2022/2023_Aug","2022-08-01","2022-08-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1535.00 Number","Number","2022/2023_Sep","2022-09-01","2022-09-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","4426.00 Number","Number","2022/2023_Q3","2022-10-01","2022-12-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1699.00 Number","Number","2022/2023_Oct","2022-10-01","2022-10-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1535.00 Number","Number","2022/2023_Nov","2022-11-01","2022-11-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1192.00 Number","Number","2022/2023_Dec","2022-12-01","2022-12-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","4634.00 Number","Number","2022/2023_Q4","2023-01-01","2023-03-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1659.00 Number","Number","2022/2023_Jan","2023-01-01","2023-01-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1454.00 Number","Number","2022/2023_Feb","2023-02-01","2023-02-28","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1521.00 Number","Number","2022/2023_Mar","2023-03-01","2023-03-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1610.00 Number","Number","2023/2024_Apr","2023-04-01","2023-04-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","4728.00 Number","Number","2023/2024_Q1","2023-04-01","2023-06-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1487.00 Number","Number","2023/2024_May","2023-05-01","2023-05-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1631.00 Number","Number","2023/2024_Jun","2023-06-01","2023-06-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","2110.00 Number","Number","2023/2024_Jul","2023-07-01","2023-07-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","5869.00 Number","Number","2023/2024_Q2","2023-07-01","2023-09-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","2114.00 Number","Number","2023/2024_Aug","2023-08-01","2023-08-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1645.00 Number","Number","2023/2024_Sep","2023-09-01","2023-09-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1868.00 Number","Number","2023/2024_Oct","2023-10-01","2023-10-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","4749.00 Number","Number","2023/2024_Q3","2023-10-01","2023-12-31","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1579.00 Number","Number","2023/2024_Nov","2023-11-01","2023-11-30","Monthly"
"LIB02-D","Books Borrowed - Copmanthorpe Library","1302.00 Number","Number","2023/2024_Dec","2023-12-01","2023-12-31","Monthly"
